"PRODUCT","DRAW NUMBER","DRAW DATE","BONUS MULTIPLIER","NUMBER DRAWN 1","NUMBER DRAWN 2","NUMBER DRAWN 3","NUMBER DRAWN 4","NUMBER DRAWN 5","NUMBER DRAWN 6","NUMBER DRAWN 7","NUMBER DRAWN 8","NUMBER DRAWN 9","NUMBER DRAWN 10","NUMBER DRAWN 11","NUMBER DRAWN 12","NUMBER DRAWN 13","NUMBER DRAWN 14","NUMBER DRAWN 15","NUMBER DRAWN 16","NUMBER DRAWN 17","NUMBER DRAWN 18","NUMBER DRAWN 19","NUMBER DRAWN 20"
"KENO",2243558,="02/02/2018 6:07:30",1.5,8,15,32,39,40,43,50,51,52,53,58,59,61,66,67,71,74,76,78,79
"KENO",2243559,="02/02/2018 6:11:00",1.5,4,7,11,12,15,17,18,26,27,29,30,35,40,46,47,60,67,74,75,76
"KENO",2243560,="02/02/2018 6:14:30",1.5,11,15,17,20,26,30,32,33,35,38,39,46,55,57,61,64,65,72,75,76
"KENO",2243561,="02/02/2018 6:18:00",2.0,1,5,8,10,11,18,20,30,33,34,35,37,48,54,56,61,63,75,78,79
"KENO",2243562,="02/02/2018 6:21:30",1.5,4,6,15,17,19,24,27,38,39,40,45,46,54,55,57,64,68,70,76,77
"KENO",2243563,="02/02/2018 6:25:00",1.5,2,4,6,14,16,17,22,23,33,34,43,44,45,50,53,59,63,67,71,75
"KENO",2243564,="02/02/2018 6:28:30",1.5,1,2,3,4,7,9,14,18,21,27,32,35,38,45,48,54,58,68,71,80
"KENO",2243565,="02/02/2018 6:32:00",1.5,3,10,13,18,21,26,27,29,30,32,38,41,45,52,54,55,58,64,65,78
"KENO",2243566,="02/02/2018 6:35:30",7.0,5,6,16,17,19,22,28,29,33,35,45,48,50,55,59,61,68,73,75,78
"KENO",2243567,="02/02/2018 6:39:00",2.0,2,7,9,13,16,17,19,24,25,30,37,39,42,54,55,61,65,74,78,80
"KENO",2243568,="02/02/2018 6:42:30",2.0,1,5,7,11,25,26,28,35,37,38,41,49,54,58,61,62,70,72,73,78
"KENO",2243569,="02/02/2018 6:46:00",5.0,1,14,24,27,30,39,44,47,49,52,53,55,56,57,66,68,69,71,78,80
"KENO",2243570,="02/02/2018 6:49:30",1.5,3,10,11,18,20,25,30,32,33,37,46,54,58,60,63,64,66,67,70,80
"KENO",2243571,="02/02/2018 6:53:00",1.5,1,3,10,12,14,19,24,36,37,39,40,42,44,47,50,62,65,66,74,80
"KENO",2243572,="02/02/2018 6:56:30",2.0,10,12,13,15,18,19,24,26,28,34,39,42,44,52,53,56,61,63,69,74
"KENO",2243573,="02/02/2018 7:00:00",2.0,2,11,20,27,32,33,36,37,38,39,40,41,43,45,47,51,66,70,75,80
"KENO",2243574,="02/02/2018 7:03:30",1.5,5,8,9,11,12,18,19,21,23,26,30,38,46,52,53,60,62,71,78,79
"KENO",2243575,="02/02/2018 7:07:00",1.5,8,12,14,15,18,28,29,35,38,41,44,48,49,50,52,54,57,66,74,76
"KENO",2243576,="02/02/2018 7:10:30",1.5,2,5,7,10,18,20,21,26,28,29,33,45,48,50,55,60,64,67,72,79
"KENO",2243577,="02/02/2018 7:14:00",2.0,1,6,13,16,22,29,31,36,42,47,48,50,51,53,54,61,64,66,76,79
"KENO",2243578,="02/02/2018 7:17:30",2.0,1,2,6,15,21,23,25,29,33,41,42,58,60,62,63,64,67,71,75,76
"KENO",2243579,="02/02/2018 7:21:00",2.0,5,6,12,14,19,23,27,32,34,35,37,38,43,50,54,59,64,70,71,73
